id,claimID,claimType,#citations,text
200185,48,secondary,348,"  Recent evidence has pointed toward the party starting to resign itself to the inevitability of a Trump nomination, rather than gearing up for an intensely controversial effort to block him:   Single biggest thing Trump has going for him now is this attitude taking hold in the party: https:  "
200185,49,primary,450,"pic. twitter.   —   McKay Coppins (@mckaycoppins) April 22, 2016    So that’s where we appear to be  —   Trump is doing well enough, and his rivals have been doing poorly enough, that while it’s still unclear whether he’ll get his delegate majority, it’s tougher than ever to imagine the Republican Party stopping him. "
182358,50,primary,490,"The legislation, which now goes to the state House of Representatives, was spurred by the case of an emergency room physician charged last month under federal law with performing genital mutilation on two    girls at a suburban Detroit medical clinic. Another doctor and his wife who ran the clinic also have been charged in that case, believed to mark the first U. S. criminal prosecution of its kind. The three defendants could face prison terms of up to five years if convicted. Genital mutilation of girls, typically involving removal of all or part of the clitoris, is banned by several international treaties but remains a common cultural or religious practice in some African countries, including Somalia, Sudan and Egypt. State Senate Judiciary Committee Chairman Rick Jones, a sponsor of the legislation, cited recent expert testimony before his panel describing Michigan as a ”hotspot” for genital mutilation due to its large community of immigrants from countries where such surgery is still routinely performed. ”It’s been hidden. But now that we’re aware, we want to make a very strong statement to the world   never again in Michigan,” he said. Aside from carrying tougher penalties than federal statute, Michigan’s legislation would allow arrests and prosecution by local law enforcement"
182358,51,tertiary,282,"It also would close a federal loophole by outlawing transportation of girls under age 18 within state boundaries for purposes of undergoing genital surgery, Jones said. Parents or guardians who bring children to Michigan from abroad or are found to have taken them overseas for such procedures could likewise be charged. The federal law, enacted in 1996, targets practitioners of female genital mutilation as well as individuals who carry a child across state lines to undergo the procedure. The package of four   Michigan bills cleared the state Senate unanimously, and Jones said he expects swift House passage and enactment by the governor in a matter of weeks. Jones said female genital mutilation bans have been passed or were under consideration in several other states, including Minnesota and Texas, but he believed Michigan’s would be the toughest. The World Health Organization has estimated that more than 200 million girls and women alive today have undergone genital mutilation, which can cause lasting health problems"
182358,52,primary,845,"(Reporting by Steve Gorman in Los Angeles; Editing by Toni Reinhold) (Reuters Health)   A growing number of older U. S. adults are suffering facial fractures during recreational activities like biking, gardening and playing sports, a recent study suggests. (Reuters Health)   Instead of drinking milk or taking supplements to get adequate amounts of calcium,   mineral water is an equally good source, researchers say. "
202889,53,primary,768," It’s not your imagination, and you’re not seeing double: There really are two movies out this weekend with the word ”inferno” in the title"
202889,54,primary,641,"  One of them, Inferno, is the third film in the Da Vinci Code series, based on the novel by Dan Brown, directed by Ron Howard, and starring Tom Hanks. The other, Into the Inferno, is a documentary that’s (sort of) about volcanoes, directed by Werner Herzog. It’s hard to imagine two more different films. Inferno is twisty and ludicrous, a   romp through absurdity against the background of   Florence; Into the Inferno is a loose, sometimes funny, sometimes unsettling meditation on the ways raw natural power shapes human societies, imaginations, and beliefs. In other words, it’s a Werner Herzog movie. What the two films have in common is also what separates them: Both sense that religion is a way of interpreting the world, but they approach their responsibility to that topic from opposite poles"
202889,55,tertiary,362,"   Inferno never really wanted to make sense      Rating  2     Inferno is actually based on Dan Brown’s fourth novel about Harvard ”symbologist” Robert Langdon  —   Hollywood skipped the third novel, The Lost Symbol, for reasons that don’t really seem to matter  —   and I’ll risk being repetitive to state that it’s not a very good movie. The point of this movie and its predecessors, The Da Vinci Code and Angels & Demons, has never been to make great art. They get poor reviews and make a lot of money, and most people go home happy enough  —   including, presumably, Howard, Hanks, and whoever else is on the payroll"
202889,56,primary,380,"  As with its predecessors, Inferno features Hanks gamely playing Langdon and takes place over the course of a single day, as Langdon uses his knowledge about symbols and history to crack a historical scavenger hunt and save the world from whatever shadowy force is threatening it this time. (You don’t need to see either The Da Vinci Code or Angels & Demons to follow along with this one.) This time around, that threat is Dr. Bertrand Zobrist (Ben Foster) who in the film’s opening moments is seen giving a   speech about the urgent need to reduce the number of humans on the planet by half, so as to keep us from sending ourselves into extinction. He, as you might guess, plans to do this winnowing himself  —   saving the human race by extinguishing half of it with a virus"
202889,57,tertiary,584,"          There are all kinds of problems with this plan that Inferno never really addresses. For instance, about 95 percent of humanity will be infected, but only half will die. Which half and why? Is this selective, and if so, who gets selected, and why are people not more concerned about eugenics? Why will the surviving half not also die, if civilization is wiped out and they have to fight one another for survival? Also, if a population of about 8 billion is reduced to 4 billion, what will keep them from rapidly multiplying back up to 8 billion? Isn’t this at best a   fix?    But the best policy with these movies is to not ask too many questions  —   a bit ironically, since the movie is peppered with Zobrist whispering ”seek and find,” which I can only assume is meant to echo Jesus’s words in two Gospels. Any enjoyment derived from Inferno comes from trying to keep up with the actual plot, which contains some truly   twists but nonetheless probably shouldn’t be spoiled. I’ll just leave it at this: Langdon wakes up in a hospital in Florence with   amnesia, tended to by Dr. Sienna Brooks (Felicity Jones) who helps him escape a police officer who’s apparently after him. They return to her apartment, where they become convinced the US government is after him for some reason he can’t really remember because, again, amnesia. (Amnesia, by the way, is the lazy writer’s way to construct a mystery out of nothing very mysterious.)    Langdon circuitously realizes he has a tiny device in his possession that, when sprung, projects on Dr. Brooks’s apartment wall an altered image of Botticelli’s ”Map of Hell,” based on Dante’s Inferno, which has inspired most of our conceptions of hell since. (The Bible itself is largely mum on the specific details of hell, save for some references to an unquenchable lake of fire.) In the Inferno, Dante depicts hell as comprising nine circles, corresponding roughly to the deadly sins, and he travels through those circles led by the poet Virgil (who has been sent by Beatrice, the symbol of divine love, who emerges in the later books of Dante’s Divine Comedy)"
202889,58,primary,827,"          Botticelli mapped out Dante’s circles, but Langdon and Brooks notice there’s lettering on the painting, and some of the pieces have been rearranged. That sends them off on a scavenger hunt through Florence and, eventually, Istanbul. A classic tale of   falling through ceilings, and messages hidden on the back of medieval artifacts, Inferno is an extremely silly staging of a battle between   people, all of whom want to stave off the apocalypse but disagree about the best way to do that. The movie doesn’t even bother to justify its own position on whether or not this is a good idea. And why should it? This is a puzzle box, not reality, and it’s going to sell a lot of movie tickets. I left the theater feeling like the movie I’d just seen was frivolous and poorly plotted but sort of charming in its own way, and it moved along so fast I barely had time to register another plot hole before it soldiered on to the next picturesque location. But I couldn’t shake the feeling that something was weird and wrong about it"
202889,59,tertiary,393,"Into the Inferno is ostensibly about volcanoes but actually about belief systems As it happened, earlier that day I’d watched Into the Inferno (in theaters and on Netflix) which organizes itself around some of the world’s major active volcanoes, from Indonesia to Iceland. Werner Herzog travels alongside Cambridge volcanologist Clive Oppenheimer, whom he met while shooting his 2007 Antarctica doc, Encounters at the End of the World"
202889,60,primary,823,"       Rating  4     After I finished the movie, my husband asked me what I’d learned about volcanoes, and I realized that the answer was ”very little.” But that’s not a complaint. Through Herzog’s eyes, volcanoes are majestic shapers of life. He films active lava flows as if they are magnificent art installations, their roiling magma and rippling cooling folds acting as tools of sculpture in the hands of the world’s most badass artist. Into the Inferno is less interested in science than it is in humanism, in prodding the civilizations that live in the shadow of these volcanoes. Every civilization has tales of its own creation and of future apocalypse  —   what if both were contained in a mountain, and that mountain loomed over your life? Imagine living beside a mountain that both gave rise to your world and could wipe it out at any moment. Would you fear it? Worship it? Sing about it? All of the above?             Herzog has never really been good about sticking to his ostensible subject. No matter what he’s looking at  —   and talking about, in the accent and intonation that by now has risen to the level of    —   Herzog is just as interested in how humans live in the midst of the world’s mysteries as he is in those mysteries themselves. Cave paintings, grizzly bears, death row inmates, the internet, Antarctica: They’re interesting to Herzog insofar as they touch imaginations and shape civilizations, and that’s why he points his camera at them. Every Herzog movie is, ultimately, about Herzog, and also about us. There’s less Herzog voiceover in this film than usual, traded for more onscreen Oppenheimer, who talks with subjects about their lives in the volcanoes’ shadows. Some are village leaders who are comfortable chatting about their relatives’ ability to talk to the volcano but mystified by the scientists’ interest in it. The most gripping part of the film is a short but surreal section in which Oppenheimer and the crew, having been invited to collaborate with volcanologists in North Korea, gain rare access to the cloistered country, and Herzog comes along for the ride. In the first shot, Herzog’s camera sits alongside Paektu Mountain, a huge volcano that’s considered the mythical birthplace of the Korean people. A group of young men in uniform approach, marching in formation. We, along with Herzog, assume they are soldiers, but it turns out they are university students, come to pay homage to the volcano. They sing, and as they do, Herzog pans across the line of them and solemnly entreats us to consider the same spectacle ever happening with university students in California"
202889,61,primary,433,"  ”Everything we saw was an act of presentation, and we went for it,” says Herzog. ”There is no way to see this enigmatic country other than how it wants to present itself.” Soon we discover that Kim   who fought the Japanese and became the first president of the country (eventually declared ”president for eternity,” Herzog informs us) established his secret military base at the volcano, effectively   the country’s religious mythology about its own origin to establish his place in its pantheon of gods. Several guides take us around the mountain to different sculptures and, eventually, to the secret base itself, which Herzog says is a place that carries roughly as much weight in the North Korean imagination as Jesus’s birthplace"
202889,62,primary,203,"Inferno never bothers to justify its conclusions Putting Inferno and Into the Inferno side by side yields parallels. Some are to be expected: Both, for instance, rely on a lot of fire imagery, which can’t help but call to mind hell. Both talk a lot about the mass extinguishment of human life, along with the rebirth of the world. In that way, both are apocalyptic: In Inferno, Zobrist suggests we ought to bring on the apocalypse ourselves to save mankind, while in Into the Inferno, most people are aware of just how helpless they are in the face of a mighty volcano. But Inferno left me miffed because it is, at heart, a deeply inhuman story. I don’t have a particular dog in the medieval Catholic fight, though I know Brown has been a figure of controversy for his perceived   stories, particularly in The Da Vinci Code. He’s claimed they are meant to entertain and promote spiritual discussion and debate. And that’s his prerogative"
202889,63,secondary,341,"          And yet, whatever is true of his previous books and the movies based on them, Inferno is in some other category, precisely because there is nothing very spiritual about them. Set aside the   plot for a moment (which could promote conversation of a spiritual sort, however obliquely). In Inferno, the stories and symbols belonging to a faith tradition important to many people serve merely as a sort of decoder ring for a religiously tinted National Treasure. The actual meaning and content of those beliefs is excised in favor of a maudlin romantic plot and a mystery; anything that appears mysterious or supernatural is quickly explained away. It seems very strange that a story so surrounded by beauty, mystery, and gestures toward the divine could be so very cold and devoid of care for its characters. Inferno doesn’t explicitly attack the Catholic Church in any manner. But it treads all over holy and formerly holy sites with nary a moment for wonder or contemplation"
202889,64,tertiary,314,"  Sure, the fate of the world is at stake. But if you’re going to bring up hell and Dante’s Beatrice, whisper ”seek and find” over and over, and contemplate the extinction of humanity  —   if you’re going to ponder the awesome fact that modern man holds in his hands the possibility to control his own destiny instead of leaving that fate with the gods, would it be too much to bring up metaphysics once or twice to explain why humans ought to survive? Or nah? [Spoiler, I guess] That’s why it’s extra strange that Inferno never bothers to justify its ultimate position, that it would be better for humans to continue on this apparently inexorable track toward overpopulation and hellish extinction rather than go along with Zobrist’s   plan. Near the end it seems briefly as if Langdon is having an attack of conscience for realizing he killed to save mankind  —   on a smaller scale, to be sure  —   but the moment passes, and with it, the opportunity to reflect on something bigger than a puzzle. But the fate of humanity is at stake here, for Pete’s sake. And without being told that Zobrist was wrong, and without a way to justify Langdon’s decision (religious, philosophical, or otherwise) Inferno just leaves us feeling as if he might have done the wrong thing"
202889,65,primary,760,"Into the Inferno takes belief seriously, no matter how strange Herzog’s approach could not be more different. In fact, you could say that Into the Inferno is an inquiry into the nature of religion itself, and how people around the world develop the beliefs that give their lives meaning. The volcanoes are connected and give rise to the fundamental beliefs of the cultures around them, and while we could certainly just chuckle at some of those beliefs from our vantage points, Herzog won’t let us. ”There is no single [volcano] that is not connected to a belief system,” Herzog tells us  —   whether that’s magical, political, or religious. Herzog’s approach takes belief seriously, no matter how improbable or illogical it sounds to the outsider. Brown’s skims the symbols off religion for entertainment in the form of puzzles that can be unlocked in the space of a day (or a   movie)"
202889,66,tertiary,579,"           That in a nutshell captures the dichotomy of how we who fancy ourselves sophisticated and enlightened tend to handle religion. Religion can act just as a curious repository of aesthetics and symbols we can draw upon for our own purposes  —   think of how politicians and their surrogates so easily swipe biblical phrases to tug at our consciences, for instance. But people’s dearly held beliefs, no matter how silly we might think they are from the outside, aren’t really ours to use for our own entertainment purposes without even a nod to what they meant, and mean, to adherents. (Especially when your whole story is about mass death and destruction.)    That’s why Herzog’s approach is both respectful and deeply contemporary: It recognizes that belief takes a lot of shapes, not all of which are explicitly about the gods  —   the North Korea segment shows that  —   and that when we’re confronted with belief systems that don’t quite make sense to us, we might do well to just sit and listen. Into the Inferno is a strong argument for feeling a sense of wonder in the face of things you don’t understand. Inferno, on the other hand, has no sense of wonder at all, no respect for the weight of its conclusions. Cheap tricks and symbols are all it has. "
216740,67,tertiary,206,"         Eight years ago, unprecedented throngs of Americans rushed into the streets in the middle of the night. People cried, hugged strangers, kissed cops, shared champagne. The country had just elected its first black president, and it felt as if liberals and conservatives, Republicans and Democrats, were on the same team, if only for a rousing moment, and that team had just won the World Series. Of course, it quickly became clear that Barack Obama had won office in a divided nation hungry for change but also mistrustful of authority, suspicious of nearly everything. Donald Trump’s victory Tuesday night seemed unlikely to provoke any such unifying surge of goodwill and pride"
216740,68,secondary,455,"  Trump addresses supporters after winning the presidency early Wednesday. (Jabin Botsford   Washington Post)  Americans on election night of 2016 had the blues  —   anxious about the future, miffed about the lousy choices they faced, insecure about the nation’s place in the world, bothered by each other. A presidential election is a reflection of the national culture and mood, and if the Obama election was a statement of optimism about the radical demographic, technological and social changes of recent decades, then what did Americans’ choice of Trump really mean? It is, some voters said, an admission of exhaustion, a collective settling for the lesser of two evils in a country where people increasingly choose not to live near, associate with or listen to those who hold opposing political views. Not quite, other voters said. With or without Trump’s extraordinary appeal, Americans were determined this year to send the politicians a message about the pain caused by a   collapse of certainties about what America looks like, what constitutes a family and how we earn a living"
216740,69,secondary,272,"  Police officers speak with a poll judge, third from the left, in the presence of an assistant district attorney, bottom, at a polling place at the Christy Recreation Center in West Philadelphia on Tuesday. (Jahi   Washington Post)  Through traditional news media and new social media, an unusually captivated audience saw this campaign as a disorienting kaleidoscope of bloodcurdling anger at raucous rallies, waves of investigation and suspicion, and torrents of insults traded by candidates and their supporters. Tuesday’s vote left unresolved whether the ugly narrative of unprincipled demagogue vs. dishonest harridan really reflects a country that has fallen into coarse, raw hatred  —   or if the 2016 campaign was instead a symptom of the newly pervasive power of Facebook, Twitter and other social media. The line between public and private blurred so thoroughly that nasty, hurtful comments that people once made only to their closest family members and friends were now broadcast to the world at large"
216740,70,tertiary,16,"  Trump is “like that doctor with the horrible bedside manner,” said Chris Love, 50, a Trump supporter and firearms academy owner who was voting in Davie, Fla"
216740,71,primary,484,"“He tells you 90 percent of your arteries are clogged. By being blunt, he’s saving your life. ” Across the ideological divide, some see this year’s surly, sour campaign as a reflection of sentiments that have been plainly visible on the Internet for a long time but that just this year exploded into open expression. “Fear and anger and misogyny and xenophobia don’t change  —   they were always out there, but now those people can find each other so much more easily,” said Chip Franklin, a radio talk show host in San Francisco who built his career as a conservative, then shifted his politics to the left. “This year’s anger is the same as any year’s anger, but what’s different now is that there are 30 different ways to express that anger and share it with people who would never have seen it before. Then along came Donald Trump, willing to say whatever people wanted him to say. ” Even if he had lost, this would have been the year of Trump, a wholesale rejection of politics as usual. The thin enthusiasm for Clinton, the revival of the 1990s narrative painting her as dishonest and arrogant, and the dramatically rougher language deployed against her combined with Trump’s ability to give voice to the nation’s id. The result was a cavalcade of insults, threats and unchecked assertions flying under the flag of   correctness. The candidates took body blows from all sides, a level of vitriol that was commonplace in America’s first century but had calmed considerably during the decades when the three major TV networks set the nation’s political tone. This year, it was almost remarkable that no candidate got challenged to a duel. Congress, the news media and politicians overall  —   the usual basement dwellers in any accounting of the nation’s   institutions  —   fell to new lows. But the biggest shift seemed to take place on the smallest stages. ‘Devolving into tribes’ As Jane Beard waited for her prescription at the Walgreens in Edgewater, Md. a baby in a stroller caught her eye. She played a quick bit of    looked up and caught the boy’s father’s eye. He smiled and leaned in: “Listen, I want to ask you something. Are you a Hillary voter? You look like a Hillary voter. ” For an instant, Beard  —   in yoga pants, a sweatshirt and little Ecco shoes  —   thought the man had sensed a kindred spirit. “You bet I am!” she replied. Suddenly, the man unleashed a river of invective: “It’s     like you who are helping that     win. She’s a murderer. ” He went on, and it didn’t get any nicer. Rattled, Beard asked: “Why did you even come up to me? I never said a word to you. All I did was exist in the world in this store . . . ” “You exist!” the man hissed. “      like you exist and you’re     up the country  —   our country. ” Beard searched for the best retort. “It’s my country, too,” she blurted. She quickly left the store, sat down in her car, caught her breath and posted about the incident on Facebook. Within minutes, a virtual community embraced Beard, a former actress who coaches executives on public speaking. They bemoaned the loss of civility in so many places. They told stories of angry confrontations launched from both sides of the divide. They said they’d refrained from putting out yard signs this year because people have gotten so riled up. “Truly sadly, I feel just about the same way as this nut  —   albeit in reverse,” one of Beard’s friends wrote. “I hate that this election has brought out these feelings in me. ” But one man assured Beard that “you met an outlier. The vast majority of people are good and kind. ” Another urged her to “look at the support you have catalyzed with this post. Look at the love that holds you and everyone woven into this tapestry. That is what is real. ” Beard, who lives in Churchton, Md. near the Chesapeake Bay, had already had three Hillary signs stolen from her yard. On Halloween, she took down her latest sign, just for the evening, “because we didn’t want people not to come to our house. ” But in the week after the drugstore confrontation, Beard, 60, found support from neighbors, including Trump supporters, one of whom ran into her at the Baltimore airport, hugged her, and said, “Oh my gosh, Jane, we can still be friends. ” Still, she struggled with the meaning of her moment in Walgreens. “People are scared,” she concluded. “That man is raising a kid that will hear that language and spout that language. Yet I was soothed by all the outpouring. What makes me sad is that we’re devolving into tribes. I thought we were all the American tribe. ”     Clinton holds a rally early Tuesday morning at N. C. State University in Raleigh. (Melina   Washington Post)     Suporters cheer Trump in Grand Rapids, Mich. on Monday. (Jabin   Washington Post)    ‘Why are we enemies?’ Deep divisions and despairing dissatisfaction over politics and the nation’s direction are nothing new. “America never was America to me,” Langston Hughes wrote in “Let America Be America,” his 1935 poem. “I am the poor white, fooled and pushed apart. I am the Negro bearing slavery’s scars. . . . I am the immigrant clutching the hope I seek  —   and finding only the same old stupid plan of dog eat dog, of mighty crush the weak. ” Hughes concluded that the people, not the politicians, could “bring back our mighty dream again. . . . I swear this oath  —   America will be!” That essentially American optimism has not disappeared. Many Trump supporters, drawn by their candidate’s dark vision of a lost and failing country that “I alone can fix,” thought of themselves as a movement to restore greatness. “More than anything else, Trump picked up on a growing sense that elections don’t have much impact on the direction of the country, that power is increasingly distant from the people,” said Chris Buskirk, publisher of American Greatness, a   blog. Buskirk saw Trump connecting with voters on messages that had more in common with Democrats Bernie Sanders and Elizabeth Warren than with House Speaker Paul D. Ryan ( . ): border security, a “ ” trade policy aimed at “bringing Wall Street to heel” and a foreign policy skeptical of military intervention. That message  —   American jobs, America First, Fortress America  —   hit home with millions of people who have felt disconnected from, and disdained by, the elites for decades. In 1996, James Dobson, the head of Focus on the Family, one of the country’s largest and most influential evangelical Christian organizations, said: “People inside the Beltway are not aware of the multiple millions of Americans out there who believe things differently than is perceived in Washington. They’re very concerned about . . . a moral meltdown in this country. They’re waiting for some political figure to articulate those views. And no one does. ” Then came Trump. His unique blend of celebrity, ego and a mischievous delight in outraging the elites  —   as well as his confidence that he would be judged by the lax standards applied to Hollywood and sports figures rather than the unforgiving rules that govern politicians  —   enabled him to win over millions who heard in his message clear echoes of their   grumbles to friends on Facebook. Trump’s rhetoric and character liberated some Americans to open an ugly vein of animosity. “This year has revealed our underbelly, and a lot of people don’t like what we see,” said Jim Daly, Focus on the Family’s current president. America, Daly said, has morphed into “a   society,” a “depraved culture” in which the more conservative party chose a nominee who boasted of his sexual assaults"
216740,72,tertiary,337,"  At the Grand Rapids Trump rally Monday. (Jabin   Washington Post)  Clinton’s decades in politics, her emotionally distanced and guarded presentation, and her legalistic language nearly smothered the revolutionary nature of her own candidacy  —   oddly, the possibility of electing the first female president was rarely mentioned through most of the campaign. (When some in the campaign sought to go big with the historic nature of Clinton’s candidacy, they were told by those in charge that many Americans just didn’t want to hear it.)    Was the Trump victory a statement condoning sexism, boorish behavior and coarse aggression? Would President Obama still insist, as he did last summer, that “America is not as divided as some have suggested”? In recent days, many Americans expressed a palpable desire to relieve the tension of division that is evident in the 56 percent of Americans who, according to The Washington   poll, were anxious about Clinton becoming president and the 61 percent who felt that way about Trump winning. “Everybody is against everybody. Why?” Mary White asked in Des Moines last week after two police officers were shot and killed. She brought her son to a makeshift memorial, where she found a morsel of hope, and a question: “Look how this community has come together, people who don’t know each other. Why can’t our nation come together? What happened between   and now? Why are we enemies?” Every chapter in the American story so far has resolved into hope. The Civil War birthed Reconstruction. The riots and generational strife of the 1960s settled into sweeping social and cultural change. Before the vote, the University of Virginia’s president, Teresa Sullivan, appealed to students to be civil to one another after the vote. She taught them about the bitter election of 1800, when a   Adams newspaper warned that Thomas Jefferson would create a nation in which “murder, robbery, rape, adultery and incest will openly be taught and practiced. ” Jefferson won and set about trying to get people to “unite with one heart and one mind,” to restore “that harmony and affection without which liberty and even life itself are but dreary things . . . ” Daly, the evangelical leader, said he intends to reach out to gay activists and abortion rights advocates “to build bridges, just trying to create discussions and friendships. I don’t know if it will work. When you try to do that, you get killed by the extremes on both sides. The uncorking of incivility makes it hard: Discussions that used to die among friends now become unbridled castigating of other people. I’m hopeful that this election is a blip. We’re now at a point where we cannot say that civility is a shared value, and I don’t see how we can keep our democracy together without being able to talk to each other. ”               Caption   People around the globe watched as Donald Trump was elected the 45th president of the United States"
216740,73,secondary,13,"Nov. 9, 2016   Madeline Lopes, left, and Cassidy Irwin, both of Oakland, march with other protesters in downtown Oakland. Jane   Area News Group via Associated Press  "
179349,74,tertiary,2," While he has swallowed a big budget cut, had his chosen deputy vetoed, and been dismissed as invisible in his own building, Secretary of State Rex Tillerson is playing a patient game to gain influence by avoiding public conflicts with the White House, six current and former U. S. officials said on Thursday. The former Exxon Mobil Corp CEO faces multiple challenges in his unfamiliar role as chief U. S. diplomat, including a boss in U. S. President Donald Trump who makes unpredictable policy pronouncements and does not take kindly to criticism or contradiction, said four current officials. Relations between U. S. presidents and their chief diplomats have varied widely in history, but those between Trump and Tillerson are especially important because of potential conflicts between the unsettled state of the world and Trump’s ”America First” agenda, two of the officials said. As a result, they said, speaking on the condition of anonymity, Tillerson is trying to keep a low profile, which is his natural instinct, and seeking a way to make his case on foreign policy without being drawn into losing battles. One case in point is Thursday’s White House proposal to cut spending on U. S. diplomacy and foreign aid by some 28 percent, a sign that the State Department and U. S. Agency for International Development are not Trump priorities. On Thursday in Tokyo, Tillerson said the State Department’s current spending is ”simply not sustainable,” and accepted the ”challenge” Trump had given in proposing to cut more than a quarter of his agency’s budget. ”He is making a very sensible calculation,” said a former U. S. official, noting that Congress, not the president, holds the purse strings. ”You state your loyalty to the president, and then you know that you will not actually have to live with the president’s budget.” NO WAY TO WIN ’  ’ BATTLES Two current and former officials said Tillerson is no stranger to cost cuts, having lived through waves of them at Exxon, and they suggested that he had convinced the White House to allow him to make many of the cuts himself"
179349,75,tertiary,347,"   ”Tillerson isn’t opposed to cutting the budget at all, but he figured out that he couldn’t win    battles with the president and the people close to him, so he’s pursuing a different strategy, arguing that he can’t make wise decisions about what to cut until he’s more familiar with his department and its budget,” said one veteran State Department official. Michael Anton, a National Security Council spokesman, said Tillerson is held in high regard at the White House. ”President Trump has the utmost confidence in the Secretary of State and looks forward to Mr. Tillerson implementing a bold agenda to revitalize American foreign policy,” Anton said. While he is delaying some of the drastic cuts the White House wanted, it is far from clear that Tillerson can prevail over Trump aides such as Steve Bannon who want to dismantle parts of the federal government and limit U. S. engagement with the world, said three of the current and former officials"
179349,76,secondary,504,"   The White House veto of Elliot Abrams, Tillerson’s choice for deputy secretary, the department’s   post, ”drove that point home,” one of the current officials said. Despite that defeat, a White House official said Tillerson has good access to the president, including multiple lunches, dinners and meetings. Tillerson dined with Trump on Monday, the night before he flew to Asia. INVISIBILITY CLOAK? Tillerson’s low profile   he held his first news conference on Thursday in Tokyo seven weeks after becoming secretary of state   has brought criticism from the media and many State Department officials that he remains invisible and has failed to cultivate potential allies in Trump’s cabinet and on Capitol Hill. Chas Freeman, a retired diplomat who served as the U. S"
179349,77,secondary,331,"ambassador to Saudi Arabia and as the lead interpreter for former President Richard Nixon’s 1972 visit to China, said Tillerson’s   style might be a survival tactic. ”If he says something, he runs a big risk of getting crosswise with Trump,” Freeman said. ”This may be a Fabian strategy,” referring to the Roman statesman Fabius who defeated the Carthaginian general Hannibal by avoiding frontal conflict"
179349,78,tertiary,260,"(Reporting by Arshad Mohammed and John Walcott; Editing by James Dalgleish) CHICAGO The fate of a spending plan and tax hike aimed at ending Illinois’ unprecedented   budget impasse moved on Tuesday to the   House of Representatives, which will seek to enact the legislation by overriding the Republican governor’s vetoes. New Jersey and Maine ended partial government shutdowns just in time for the Fourth of July holiday on Tuesday, helping New Jersey Governor Chris Christie move past the embarrassment of being photographed on a beach that had been closed to the public. "
187630,79,tertiary,225," Ride hailing app company Uber Technologies Inc [UBER. UL] is generating more than $1 billion in profit a year in its top 30 cities globally, and partly using that money to bankroll its expansion in China, Chief Executive Travis Kalanick said in an interview. The company said in February it was losing more than $1 billion a year in China’s   ride hailing market, where it is battling large local incumbents to win customers. Kalanick said China was the company’s most intense market, but also a crucible for new ideas that it has exported to other markets, and that its investment here was sustainable. ”If you took our top 30 cities today, today they’re generating over $1 billion in profit a year, just our top 30 cities. And that profit multiplies every year because we’re growing,” he said on the sidelines of the Boao Forum in the Chinese island province of Hainan. Other cities among the 400 where Uber operates were also profitable, he added. ”So that helps us to sustainably invest in our Chinese efforts. .. Because of the profits we have globally, this is something we can do for the long run,” he said late on Thursday. Uber and China’s Didi Kuaidi, backed by Chinese technology giants Tencent Holdings Ltd ( ) and Alibaba Group Holding Ltd ( ) have both spent heavily to subsidize fares to gain market share, betting on China’s   transport market becoming the world’s biggest. The strategy seems to be working for Uber. The company’s market share in China has grown quickly, rising from about 1 percent to 2 percent in January 2015 to about 30 percent now, Kalanick said. China’s transport minister said earlier this month fare subsidies and the supplementing of driver wages by   companies were competitively unfair and unsustainable in the  . The San   company founded in 2009 was starting to test new products in China first and one example he noted was UberCOMMUTE, a carpooling app that was first launched in Chengdu last September and later expanded elsewhere. ”The key for (us in) China is to move fast,” Kalanick said. ”If we launch in the U. S. and then it gets copied in China, we’ll be behind. So we’re starting to orient some of our innovation at China first,” he added, highlighting the cutthroat competition. The company’s Chinese business boosted its valuation in January to more than $8 billion after raising more than $1 billion in its latest funding round. Kalanick said so far Uber had not faced major regulatory challenges in China, possibly because the government has been trying to drive innovation and Uber fits the narrative. Kalanick declined to say when he thought Uber would turn a profit in the world’s most populous country, but he seemed to be enjoying the ride regardless. ”I was in China 70 days last year and 100 times a day someone would say ’Travis, no Internet technology company has ever succeeded. I don’t know if you should be here’,” he said. ”As an entrepreneur, that’s the best thing you can hear . .. you’re always turning it into the positive, and trying to make the impossible possible is what we do. Adventure with a purpose is what we do.”  (Writing by John Ruwitch) OSLO Alphabet Inc’s  Google unit expects to receive its first wind power from Norway by early September, the company told Reuters on Wednesday. DETROIT Baidu Inc, the top Chinese internet search firm, has formed a broad alliance to promote   cars, pitting its Apollo platform against Alphabet Inc’s system, it said on Wednesday, in hopes of getting the vehicles on the road in China by 2019. "
206620,80,secondary,169,"     Deputy national security adviser K. T. McFarland is expected to leave her National Security Council post and is expected to be named U. S. ambassador to Singapore, an administration official said. McFarland, who was named to her post by the previous national security adviser, Michael Flynn, was initially told that she could remain at the White House when Flynn was replaced by H. R. McMaster. Her departure, which was first reported by Bloomberg News, comes amid a broader   at the security council under McMaster’s leadership. The official said that McFarland has accepted the offer of the ambassadorship, though that person emphasized that the appointment is still in the process of being official. McFarland would have to be confirmed by the Senate. Flynn was ousted in February after it became clear that he misled Vice President Pence about his contacts with Russian officials. McFarland’s position on the council has been in question since then"
